pose_0_x,pose_0_y,pose_1_x,pose_1_y,pose_2_x,pose_2_y,pose_3_x,pose_3_y,pose_4_x,pose_4_y,pose_5_x,pose_5_y,pose_6_x,pose_6_y,pose_7_x,pose_7_y,pose_8_x,pose_8_y,pose_9_x,pose_9_y,pose_10_x,pose_10_y,pose_11_x,pose_11_y,pose_12_x,pose_12_y,pose_13_x,pose_13_y,pose_15_x,pose_15_y,pose_17_x,pose_17_y,pose_19_x,pose_19_y,pose_21_x,pose_21_y,pose_14_x,pose_14_y,pose_16_x,pose_16_y,pose_18_x,pose_18_y,pose_20_x,pose_20_y,pose_22_x,pose_22_y,right_hand_0_x,right_hand_0_y,right_hand_1_x,right_hand_1_y,right_hand_2_x,right_hand_2_y,right_hand_3_x,right_hand_3_y,right_hand_4_x,right_hand_4_y,right_hand_5_x,right_hand_5_y,right_hand_6_x,right_hand_6_y,right_hand_7_x,right_hand_7_y,right_hand_8_x,right_hand_8_y,right_hand_9_x,right_hand_9_y,right_hand_10_x,right_hand_10_y,right_hand_11_x,right_hand_11_y,right_hand_12_x,right_hand_12_y,right_hand_13_x,right_hand_13_y,right_hand_14_x,right_hand_14_y,right_hand_15_x,right_hand_15_y,right_hand_16_x,right_hand_16_y,right_hand_17_x,right_hand_17_y,right_hand_18_x,right_hand_18_y,right_hand_19_x,right_hand_19_y,right_hand_20_x,right_hand_20_y,left_hand_0_x,left_hand_0_y,left_hand_1_x,left_hand_1_y,left_hand_2_x,left_hand_2_y,left_hand_3_x,left_hand_3_y,left_hand_4_x,left_hand_4_y,left_hand_5_x,left_hand_5_y,left_hand_6_x,left_hand_6_y,left_hand_7_x,left_hand_7_y,left_hand_8_x,left_hand_8_y,left_hand_9_x,left_hand_9_y,left_hand_10_x,left_hand_10_y,left_hand_11_x,left_hand_11_y,left_hand_12_x,left_hand_12_y,left_hand_13_x,left_hand_13_y,left_hand_14_x,left_hand_14_y,left_hand_15_x,left_hand_15_y,left_hand_16_x,left_hand_16_y,left_hand_17_x,left_hand_17_y,left_hand_18_x,left_hand_18_y,left_hand_19_x,left_hand_19_y,left_hand_20_x,left_hand_20_y
-0.09190159842818045,-0.3711682150102753,-0.026211792492268526,-0.4215274633167891,0.01620979790924676,-0.42029808310248745,0.05330051981625759,-0.4177936940130159,-0.14966258401025154,-0.41602195712658213,-0.19006786790307867,-0.41153930142253586,-0.22554948307702447,-0.4066853725095291,0.11576730926910593,-0.3843915930506033,-0.2645763011099338,-0.37580658452330606,-0.006538539072266597,-0.30448552941386786,-0.16446173584612594,-0.30164147096685834,0.4999871464341668,0.003585163959850352,-0.4999871464341668,-0.003585163959850352,0.5927220683003115,0.5000044372951274,-0.6185059119838041,0.49888014709133105,0.5664672407763187,0.9593820755564543,-0.5835095936408203,0.9926569926304675,0.6012195658590801,1.1057630462770534,-0.6094781613555759,1.1301625644199693,0.5190061328874858,1.1002960602826533,-0.523558432337068,1.1268256203752427,0.49067563356550664,1.0657026190000523,-0.493325169826709,1.0878681579068534,0.5888750438572461,0.9944907844956822,0.4717050615228775,1.0349198913524995,0.4100909996964048,1.0957785346756694,0.3927749709270316,1.1617028238982756,0.38190920177868715,1.2120882006169076,0.5292853576079098,1.150764817375251,0.4778323662852968,1.2270872540175548,0.4306905629622037,1.2506527763001358,0.3960118200988637,1.2626574368237544,0.5984336239169661,1.1525611457083844,0.5361092919463657,1.2313646287778628,0.47862351923458485,1.2547822181388917,0.4340169403696765,1.2639711580154085,0.6421184077719949,1.1447577801568467,0.5874037837101729,1.2159997776075595,0.5291155229291409,1.2413205143983228,0.48162079392177337,1.2512591091578222,0.6654750948783068,1.1336280371978364,0.624063867118925,1.1936922615202037,0.5790123367652962,1.2175250236649653,0.5377305983424419,1.2271936888728014,-0.5997773159342853,0.9971662570483254,-0.48884789350162816,1.0367803879918647,-0.44531488498169836,1.1002270889594878,-0.425315506711911,1.1611817926213281,-0.40552217786857125,1.2088818986327727,-0.5700283896515015,1.1496914391509498,-0.5118836430164428,1.2292776218599133,-0.45225092173538234,1.2428824555051008,-0.41221998498235307,1.2438478619087365,-0.6398411053231398,1.15090141517684,-0.5765549211814344,1.236016830979662,-0.504393530229309,1.242483612978942,-0.46125052668438027,1.234438943856665,-0.6771526699487534,1.1411076794080555,-0.6253259078483745,1.2209618704619087,-0.5592516684371044,1.2285521741822758,-0.5198266803004069,1.2214127776916268,-0.6914056226989489,1.127542998984432,-0.6579471343177369,1.189206243704304,-0.6028195468599715,1.2017695911576287,-0.5676085336600597,1.1979158424908565
-0.08239263505048154,-0.36863454979671045,-0.013151265414220077,-0.4200091104123285,0.029683759892371427,-0.41849438589017124,0.06506491748847158,-0.4159315143794738,-0.1394644961661755,-0.4165989146598519,-0.17984619847881672,-0.4124649405083517,-0.21659423384110923,-0.40840950690834377,0.12417494479684951,-0.3825355469852615,-0.2508740740505674,-0.37804133609634777,0.00024728609281705205,-0.3008200325804417,-0.15827350019376688,-0.2992852841058,0.499985845875202,0.00376217017939905,-0.499985845875202,-0.00376217017939905,0.6064815847013834,0.5022685764584235,-0.6191147546459828,0.5059928372132162,0.5924469324901815,0.9707526625222457,-0.5851006692233807,1.0043058082230953,0.6407666739080947,1.1146550886623423,-0.6098737005744324,1.1476671988315017,0.5371520513519988,1.1158205604598568,-0.5231831088101148,1.1445450175023808,0.5067871854641993,1.073687053915789,-0.4931239484104873,1.1042541034014892,0.6040654907064695,1.016922647954018,0.4868139732865805,1.0536627126167781,0.42238253200364695,1.11394608521855,0.4054675411515824,1.1796234829235468,0.3921796074014737,1.2298171163608496,0.5407046504558816,1.169063278079347,0.48725974923849047,1.2432835160175668,0.4385976565552858,1.2678490175698118,0.40105702260776127,1.2818370120276519,0.6078082201553012,1.1721434674304425,0.5497136794081103,1.2501424001690435,0.4916924302151584,1.274475196176397,0.443337112260307,1.2831269045007974,0.6504489353598718,1.165332601883467,0.5989677423370916,1.2359343366411808,0.5401682806995276,1.2604024401332832,0.4894983493633241,1.2701681023191944,0.6736848853486137,1.1553480370713674,0.6339795260524116,1.2143615411524782,0.5877650213476399,1.237147632635891,0.5449120133652735,1.2471131455320348,-0.6001927999737949,1.0089443665364717,-0.48772438269905083,1.0489292835382327,-0.445491436818131,1.11367916398786,-0.4248064994944405,1.1780122351741227,-0.4052525266715072,1.2263374199965946,-0.5762898385192863,1.165967341736492,-0.5166458715458754,1.2513195364048983,-0.45414781091786754,1.265561037989337,-0.4093660880559116,1.2652715655111888,-0.6422848005581012,1.1673418013876056,-0.5733091857086958,1.2563677109113296,-0.4948786687514989,1.2614551556935067,-0.44606620201735553,1.2513801914842686,-0.6761752429342949,1.1586817335490613,-0.6215805197074962,1.241480193850137,-0.5507236253610857,1.246289441777895,-0.5053833703099289,1.2351339617637218,-0.6890722235926936,1.1470497612286819,-0.6525132493351689,1.2101790623782125,-0.5963716271771239,1.2214383558936153,-0.5577518382758042,1.2153013060681053
-0.07480771737146999,-0.36573348615201906,-0.0034700942573291705,-0.41808050099496513,0.03913407987486827,-0.41641530812234456,0.07195739074243407,-0.4138204150604202,-0.13180001586791432,-0.4159116555239864,-0.1718804673595582,-0.41207245001280823,-0.21015523751667017,-0.4085374249326942,0.12803188328437898,-0.38054600071383715,-0.24314633508996078,-0.3781918196661107,0.0037905561409535063,-0.2975881001706776,-0.15315387210353068,-0.29649412304985356,0.49998039960289764,0.00442719018417435,-0.49998039960289764,-0.00442719018417435,0.610589568748253,0.5009401278603962,-0.6186622444062579,0.5069254628039512,0.6064219068677622,0.9724593784633897,-0.5849443310914342,1.0063324042993105,0.6564133757507912,1.1150909475015698,-0.6092509798641148,1.1519090638700504,0.5440945565928905,1.1197573872940234,-0.5225949472340559,1.1495345066331917,0.5138149545800988,1.0736937457208384,-0.4928169504513364,1.1082429880535096,0.60797693182785,1.0234285144498518,0.4894181241091059,1.057970542246658,0.42582920499514115,1.118919916171318,0.41014870377378315,1.1844823033255394,0.39892444586751524,1.2347461696843354,0.5451821966214008,1.1738603616702699,0.4925252492174441,1.2477530029116217,0.443201222395654,1.2729968588906548,0.4050158539870311,1.2869493812786215,0.6129968838776878,1.1774656797282035,0.5544454656845837,1.2553142264730361,0.4960461377070119,1.2799596659501873,0.4486357177765447,1.2889922648531467,0.6568333787306068,1.1711833788894492,0.6051778868996921,1.2429687906958586,0.5454011675342758,1.266795672833518,0.49528978136592344,1.275559189047459,0.680893660852871,1.1615519735096962,0.6401695557695971,1.2214683038934728,0.5922260401349444,1.244316349002964,0.5491371271876024,1.2536827664302708,-0.5985073660364195,1.0098488080773946,-0.48535663289830394,1.0523744022649006,-0.44332386950535874,1.1185664039139338,-0.42184044410535637,1.1843805198736064,-0.40163720884647697,1.233484990820154,-0.5734823834765335,1.1718769492697667,-0.5149272605217691,1.257724466414308,-0.4534521029225166,1.2718074354102116,-0.4084468532594703,1.2713449251650295,-0.6403246682906942,1.1730357597196477,-0.571257771593193,1.2618094536135351,-0.4944303741544393,1.2670202983826113,-0.445439678388357,1.2571131807403424,-0.6748458324297287,1.164146476596709,-0.6207528999074567,1.2471699904187488,-0.5511062080101033,1.2527288877964464,-0.5043226727500666,1.2417951611993359,-0.687425935609974,1.1520065575979557,-0.6519266168988668,1.2149036612187052,-0.5964145656732068,1.2273282619029418,-0.5564499367303143,1.2222451339174214
-0.06957039437942426,-0.36381721044828613,0.0021076410816229184,-0.41667623821831123,0.04487453098266214,-0.4149979865192212,0.07643282185359018,-0.4124238934848524,-0.12739492876026887,-0.41487811836450617,-0.1674417186069162,-0.41146270498630344,-0.20643593145951578,-0.40832087189612004,0.1310078466244748,-0.37908767210757743,-0.23874483691033554,-0.3772601947968406,0.007963039509871232,-0.295879471053282,-0.14738316300842996,-0.2945812082319542,0.4999850446441189,0.0038671866024826453,-0.4999850446441189,-0.0038671866024826453,0.6124369790595438,0.5000171817938167,-0.6174990434190759,0.5076087665703827,0.6124839900038664,0.973557253559821,-0.5843783701475131,1.0068277376415078,0.6615996981823837,1.1162456130196052,-0.6075869516148614,1.1534066916428567,0.546860613052502,1.1214156464981526,-0.5212015129625213,1.1511283189055554,0.5168822605365201,1.0745972324743611,-0.49164781947471614,1.1092483948295597,0.610089552901951,1.02730714847807,0.4951862220661781,1.0586380897406655,0.4322625607555884,1.1190344738950502,0.4145751318530153,1.1847062272538507,0.4025457919588463,1.2349615119333366,0.5510057689315817,1.174026745180069,0.49753832981158724,1.249561433671012,0.4483112388562721,1.275142604830466,0.41026651053268054,1.28899581331143,0.6179563760288879,1.1794757232660085,0.5574306630110758,1.2581915506781765,0.498791629883262,1.2824761170786545,0.4517884882068827,1.2915451329436038,0.6603869718717843,1.175510418385541,0.6059428364935991,1.247488660665313,0.544799153884026,1.2697929154194654,0.49455420771096786,1.277492956980444,0.6818668770379371,1.1681020007322906,0.6380663315602746,1.227087276292357,0.5891985524698661,1.2477568766339595,0.5469263503480902,1.2552805783871879,-0.5925238452826036,1.0095532020152727,-0.4819592734887334,1.0555546789651071,-0.43973388724512125,1.1224102888429728,-0.41731961517728416,1.1882808146178099,-0.3986810436833514,1.2381311419511796,-0.5725320023105007,1.174518897099265,-0.511337504966504,1.2596239214838274,-0.4512006563366895,1.273922661071983,-0.4073066741688586,1.2747206767285155,-0.6395966255777513,1.1748637740684045,-0.5696735028162873,1.2637589339226385,-0.4956842259701448,1.2685011873144647,-0.44875033278021603,1.2582196402050747,-0.6740432610652222,1.165239990047215,-0.6195640137784142,1.2483580705360453,-0.5520001186771634,1.2538827342916827,-0.5066391414604563,1.2432042275486963,-0.6857382575628386,1.1529071272096179,-0.6491886138150215,1.2156519128523904,-0.5957590175298759,1.22840631365962,-0.5578114321534742,1.2243048526001596
-0.06916678685599635,-0.3620902681952707,0.002482005065438614,-0.4156001686364669,0.04546053889885994,-0.4140581752287054,0.0771560087060072,-0.41151320380793094,-0.12662446334024924,-0.41413790661982736,-0.1661726954038001,-0.4108873416289653,-0.20506280234161106,-0.4077891240272518,0.13123007209563095,-0.3781939623079961,-0.23506763525510324,-0.37661142090670563,0.008859736586086563,-0.2949844110872964,-0.14599821667149496,-0.2934808213080215,0.49998775603455003,0.003499116393503801,-0.49998775603455003,-0.003499116393503801,0.613103986732483,0.49911724129847435,-0.6167983378159835,0.5074024829954745,0.614244009165933,0.973289571414412,-0.583820342771205,1.0062422239632347,0.6632041518139882,1.1158839984656514,-0.605890147787576,1.1530006180422603,0.5474318325976291,1.1212903326220927,-0.5197142574152704,1.1507262265013811,0.5175356800033313,1.0743663620529338,-0.490351077005147,1.108677372384978,0.6116210608345258,1.027318798080422,0.4945418485959628,1.056801867990643,0.4329007108562659,1.1180273887966676,0.41473442998616744,1.1844627419443392,0.40288369405048735,1.2353491092272983,0.5530141996298236,1.17240322283044,0.4994076078194428,1.2501029255458336,0.4492900928753219,1.2765988949519929,0.41066851892350226,1.2902526520037774,0.619574900661337,1.1782413541295096,0.5569224023907342,1.2581770447572957,0.49727552414046844,1.2823481325729413,0.44950374961045547,1.2911885698736463,0.6605580053516678,1.1751495696229235,0.6015700319962483,1.2468312093179623,0.5404542636919392,1.269072758480002,0.4907053845928343,1.2770712400881505,0.6802803154734416,1.1685240664687402,0.6346628480419334,1.2275200324574995,0.5857374051191098,1.2486884243869565,0.5433976971260468,1.2563492659720654,-0.5949707485782652,1.0065126089008536,-0.4803030697721565,1.0545836198254195,-0.4393078786606777,1.1222560766602787,-0.4171918723247568,1.188854596493449,-0.3932418490507549,1.2383018998906818,-0.5719481631851009,1.173423940590622,-0.5064278690837042,1.257889894783891,-0.4476758733540869,1.271949326713242,-0.40602811297175073,1.2734997026388966,-0.640122303968743,1.173977966540667,-0.5661847922491003,1.2621844731369865,-0.49171304122048526,1.2678539793668129,-0.4444131244709384,1.258387192531451,-0.6749411389312828,1.1641339664001196,-0.6192782959875179,1.247056562589691,-0.5515389739517913,1.2542146480434955,-0.5050779912895139,1.2441536771491124,-0.6865090136236428,1.1510765377723984,-0.651512878660552,1.2130463481904121,-0.5984184002107514,1.2269823816586871,-0.5589069147663362,1.2233229252426947
-0.06915169453842016,-0.36035212605739886,0.002402117546096511,-0.4146680261424936,0.04544700771082035,-0.41334214534378616,0.07734590486299585,-0.4108662648988419,-0.12657654977627147,-0.4134041178717481,-0.166022356147282,-0.4104613972043737,-0.20477058181439406,-0.40737563302906193,0.1312853900494791,-0.3776345686311582,-0.23302995712395025,-0.3760366323323412,0.009091350363798092,-0.2942178894960179,-0.1457016032049994,-0.29234994395980707,0.49998958098380947,0.003227833272431974,-0.49998958098380947,-0.003227833272431974,0.6130769720558653,0.49784129745554445,-0.6163210779889413,0.5071627062132389,0.6144888933297148,0.9729924646261613,-0.583671592184422,1.005270212703991,0.662480380006997,1.1157268894522794,-0.6052657051823751,1.1526155495162067,0.5473790766583421,1.1212613480107407,-0.5193093216937763,1.15048548747022,0.5175439816165968,1.074184248444142,-0.49006598634120196,1.107932577327005,0.6135195494489519,1.0269783317675343,0.49555016530150553,1.0568490902451824,0.4335675034670834,1.1179768040287585,0.41597120316916464,1.1840110660403143,0.40542690883612087,1.2346278103407886,0.5539477748579793,1.1743398437993127,0.49933243832881696,1.2498549281782259,0.45001575294039925,1.2760817799645778,0.4120437429301185,1.2902573136482964,0.6202996947958807,1.18016448189908,0.5576359198003675,1.257883683546073,0.4989516385815289,1.2821048081066888,0.45155980432103554,1.291648967177152,0.6612541814348699,1.1766501718464466,0.6017736116963697,1.2460927280137448,0.5415283243486788,1.267684502425737,0.4925653500868362,1.2756795431793155,0.6813198336252589,1.1694644767174778,0.6350092056073213,1.2269775161342686,0.586479454394722,1.2474200704286778,0.5444133598956862,1.2548359213926246,-0.5926108370196845,1.0067485887955605,-0.4793844949651229,1.0544251458967848,-0.43783863840128945,1.1215197617594121,-0.41605052020966937,1.1879439829799356,-0.3937930283274949,1.237832647517939,-0.5728586527891282,1.1738849888299316,-0.5084294402753538,1.2586300822319036,-0.44953117844109947,1.2722160973713303,-0.4062436599829398,1.273761902691437,-0.6406663424876444,1.1743049598920636,-0.5666359678706117,1.263119582630202,-0.4924951925080114,1.267943695703062,-0.444941313728649,1.2579366914945183,-0.6750685984698039,1.1644242393254045,-0.6188967381015475,1.246822951480013,-0.551281494539391,1.2520245513033834,-0.5052570509784097,1.2409269865084405,-0.6865533941234272,1.1517993830158781,-0.6506486941025178,1.213001931550201,-0.5974929275361568,1.2254007245501808,-0.5585870421988524,1.220747328252461
-0.0692268318743433,-0.35851235157860933,0.002251076334478776,-0.4135137019726168,0.04532390426194102,-0.4123743308107653,0.07736696471082335,-0.4099347555708332,-0.12652543352850645,-0.412332247334199,-0.16574051202193313,-0.4097220976325362,-0.20443480749285145,-0.4066650058232661,0.13123128191389966,-0.37677833388658827,-0.23113219484780426,-0.37532869450051515,0.009103961348395102,-0.2932409768396813,-0.14554667785921407,-0.29110806545213536,0.4999902781282261,0.00311797646865424,-0.4999902781282261,-0.00311797646865424,0.6129321980249433,0.496441725348407,-0.6158123833679068,0.5072002882002261,0.6146356046713296,0.9729007158251118,-0.5835973846409236,1.0052342691608478,0.6617581878946613,1.1156796257764494,-0.6041705545854698,1.1525866398942137,0.5472402807667169,1.121339074050981,-0.518781232323279,1.150428887565639,0.5175034337998518,1.074200709523937,-0.48981971496287546,1.1078337850295685,0.6103312053760519,1.0285356563385346,0.4940074105430457,1.0586783360909908,0.4323424533642154,1.1184468091915958,0.4154319096973105,1.1843680424309266,0.4039232478418785,1.234970110876472,0.5507187918343804,1.1768514659219953,0.4977604383629405,1.2510346987320295,0.4497217602006509,1.276427595728881,0.4123042890986098,1.2903846976306517,0.6176028794310762,1.181958958228414,0.5568132975310077,1.2584497683368356,0.4992941472866913,1.282772264313986,0.45191146479847044,1.2924082114622162,0.6590858871326992,1.1773155531496853,0.603069467697439,1.2457974490395314,0.5441806561556165,1.2681692979454682,0.49476530278305975,1.2771344422704676,0.679769331372322,1.1686751919517049,0.6371915687872443,1.2257705849667075,0.5901730252698681,1.2468150508826146,0.5478534136405793,1.2551454361027383,-0.594697680908934,1.0046984841582671,-0.48061181132397973,1.0517429401866771,-0.4371940352703106,1.1206304740312043,-0.41363771184685044,1.1887269943810126,-0.3899410127527142,1.2395842913186963,-0.5709049301761534,1.1725024503483208,-0.5059590204724294,1.2580932277714818,-0.4469160002653187,1.272731653365625,-0.40464285580807174,1.27462618913475,-0.6376135725383677,1.173911662320563,-0.562384097741476,1.2625291379310295,-0.48723265272405114,1.2681172780924905,-0.4391921236681163,1.2585284800244874,-0.6716657293314724,1.1649874324866698,-0.6135798159698808,1.248340187246324,-0.5458839653865478,1.2534646298419152,-0.5001732243527436,1.2424564885943485,-0.6841255556896676,1.1536157367609885,-0.648984391524954,1.2162755005664285,-0.5964173559363078,1.2284288579031475,-0.5581905572340049,1.2236184827345236
-0.06919743160165481,-0.3574928997202774,0.002207284341503197,-0.4127361201696266,0.04537469363575565,-0.41167924930664734,0.07752842167093532,-0.4092324354878591,-0.12628257968015305,-0.4115668618226925,-0.16527743320095528,-0.4091189767193951,-0.20404585613233372,-0.40606065422491144,0.1313510214717148,-0.3760734530251387,-0.23007115504894596,-0.37467698497277424,0.009486175633345018,-0.2924775193684035,-0.14515705449851155,-0.29018584702443334,0.4999911234566994,0.002979339609312617,-0.4999911234566994,-0.002979339609312617,0.6131618137772032,0.4957462559788848,-0.6154806577919042,0.5073011306940556,0.6144695599943139,0.9729357216911102,-0.5835451796280788,1.0051815801940727,0.6611111449515831,1.1157461274724345,-0.6038767961578172,1.152372955280618,0.5470976458909187,1.1216528006976179,-0.5186005040538056,1.1501649405178584,0.5173915107905339,1.074279041473128,-0.48967893877208657,1.1072931083586173,0.612655193593899,1.027363597239532,0.49493193366771626,1.057042073721682,0.43282489597905177,1.1176031504742119,0.41470226810708105,1.1839756535201158,0.4045022761274214,1.2351487719508853,0.5509661516427857,1.1739408341338595,0.49840406415121563,1.249722915970708,0.4503604599400348,1.276191824063589,0.4130341807369089,1.2908518656231416,0.6181738670477859,1.1790089837569189,0.5577612118945169,1.2573623431946128,0.5003876935040686,1.282535581368486,0.4534206328350342,1.2926046818590335,0.6598739087330715,1.174566464287175,0.6043344294222053,1.244479075688156,0.5458701486224898,1.2678445699476704,0.4967981112825714,1.2774738594524813,0.6806562438726392,1.1660353387936941,0.6382939535817271,1.2244931918863549,0.591512322522268,1.2467334478533092,0.5491424358502914,1.2559897355699512,-0.5944721842314151,1.0051476886477846,-0.479302282237926,1.052679218863615,-0.43565376880958606,1.1208288855206179,-0.4134304586157757,1.1889643333105,-0.3927788201863183,1.2403501504110763,-0.5707008679219528,1.1731354229620168,-0.5065621878565275,1.258156846742363,-0.44774701268533085,1.272709954630007,-0.4045551586263707,1.2746626141215969,-0.6386311160335917,1.174865060496712,-0.5643544811005337,1.2635130745088698,-0.49054521838194654,1.2687756135755806,-0.44318889187810484,1.258876944711481,-0.6728581691518863,1.1661744110008756,-0.6148056511616693,1.2487385028963442,-0.5472609680838063,1.2545409693556424,-0.5007649804302742,1.244284296686501,-0.6837506978719299,1.1546146668106636,-0.6478951949102997,1.2161075663071101,-0.5949977953673808,1.2291215305236776,-0.5551175738945564,1.225284384191077
-0.06890929330341371,-0.35638776769179886,0.0024400584472318862,-0.4116279919319151,0.04575500272485467,-0.4105892838648347,0.07793771889659916,-0.40809474874310603,-0.12564643334998804,-0.41048977508675477,-0.1643614821258221,-0.4081689421764689,-0.20338012030483923,-0.40512954294306214,0.13187040558208252,-0.37494966000527385,-0.22912816268307548,-0.37372439732097124,0.010030377727071034,-0.2913649153193516,-0.14449166279087247,-0.28901331452856355,0.4999903750495525,0.0031023954950679194,-0.4999903750495525,-0.0031023954950679194,0.6135666954552528,0.4956480631802593,-0.615182885482012,0.5072039338433054,0.6153498693904338,0.9731626475730235,-0.5833992754564021,1.005019477364892,0.6622856868962707,1.1160149957434047,-0.6035290639082532,1.1523715306920088,0.5477308310505481,1.122162340374375,-0.5180349580304068,1.1502923619570598,0.5179558962615214,1.0746070758566555,-0.48908579031270627,1.1073419586433617,0.6144829162005871,1.027150346449911,0.49487083341409227,1.0580019623230938,0.4330468669467688,1.118993248682649,0.4157372078963911,1.1854867278497327,0.40312880309338056,1.2366398870520003,0.5531870667707445,1.1767881806715519,0.49856414747488115,1.25111753796223,0.4502714274922132,1.2766038586227764,0.4131974946210137,1.2910133528356909,0.6211418255282617,1.1817151309537421,0.5577261080785019,1.2585509021048236,0.49980401516575124,1.2823613469451052,0.45296264336905084,1.2917983232553387,0.6633952779285588,1.1767844807365548,0.6056690868372334,1.2459477551041773,0.5462121051009492,1.2680805715234056,0.4975620492909299,1.2765434912622975,0.6844852968788676,1.168167526861731,0.6400841295794648,1.2261346031947096,0.5921709450341309,1.247247016488422,0.550084768642387,1.2555039082680017,-0.588214740855127,1.0052161581200008,-0.4761502333625838,1.0539030185465703,-0.4346989852896842,1.1224929977230633,-0.41382609410367877,1.1902699648672987,-0.3922935434543747,1.2407168259519623,-0.5690087677520255,1.1721028945646985,-0.5061043228988386,1.258789450545426,-0.44611844519138993,1.273501560494419,-0.40177267955023316,1.2755933869017264,-0.6370434645788222,1.1722838019127146,-0.5646743912696338,1.2623275620697576,-0.48993132282625396,1.2677571193112906,-0.44117318996763516,1.2585396075664115,-0.6711969803367849,1.1623806337928466,-0.6160248154272732,1.2466431481502112,-0.5479852502649539,1.2519654072768283,-0.5012654894896056,1.2410815616493078,-0.6823993124741872,1.1497358138401277,-0.646697958120201,1.2121463173712017,-0.5921107724070729,1.2250292962976814,-0.5518204276228684,1.2208964689059212
-0.06862644272861426,-0.35485837302791107,0.002661624701353053,-0.40998978860603985,0.04600808412338849,-0.4089232696890614,0.0782099270603678,-0.4063711588414507,-0.12486409424801202,-0.40884617193602685,-0.16318927046672682,-0.40658191216887474,-0.20246025699918405,-0.40364752496246753,0.1320919112493566,-0.37356742776430363,-0.22791517043480727,-0.37270874180531616,0.010257116214328451,-0.28982476346722663,-0.1440181159403656,-0.287448556205138,0.49999129132654946,0.002951033312176059,-0.49999129132654946,-0.002951033312176059,0.61410316939567,0.4942841106890347,-0.6148200227458552,0.5070854527535045,0.615871550433077,0.972726872079361,-0.583106854960686,1.0048359446140147,0.6633799256799111,1.115720230385642,-0.6027587996413879,1.1525340180770651,0.5482412457181027,1.1224279295909463,-0.5168753098585325,1.1505360960022144,0.5183452291398736,1.0744117994453388,-0.4879017406385808,1.1075706474455542,0.612315319228709,1.0263438814151173,0.49414568517790447,1.0589048324467236,0.43273401513383347,1.1196370298693534,0.4159309881807959,1.185502263298945,0.40561351766484943,1.235765909760288,0.5539297359912454,1.1762532586129324,0.5007556493528469,1.249965330018044,0.45187917837223984,1.2760490963382674,0.4135388162324728,1.2908841836759677,0.6210951178924656,1.1810339033749633,0.5612131373574671,1.2572722890310262,0.5032967601422594,1.2824063512115964,0.4553953031697262,1.2928412205787547,0.6632779074410472,1.1762816835420815,0.6076302678927891,1.2450715696133032,0.5491864719579586,1.268417976318208,0.49976720164538074,1.2779243628969268,0.6843618066004596,1.1678447362497741,0.6415262171379261,1.225356934335437,0.5946558452665827,1.2472931919867316,0.5520536906674038,1.2563058414399564,-0.5886157425136913,1.0036621507931927,-0.47616263428258754,1.05221718644486,-0.4347642559637442,1.1206805752134579,-0.4107915273610813,1.1880170907634595,-0.38872083537021485,1.2389691656458386,-0.5665297672561248,1.1728453821757674,-0.506094571404844,1.2572942891474226,-0.44698152414158826,1.272173960791802,-0.40184478091139747,1.2743284146682683,-0.6344975693319209,1.1724690439014849,-0.5649222985744833,1.2610876543497604,-0.4905323120782949,1.268386046945739,-0.4400492485268763,1.2601948000684053,-0.6689261939616604,1.1616761372418252,-0.6166703688186852,1.2450123834594584,-0.5490754005738518,1.2526006713944988,-0.500586462617021,1.2434170829837883,-0.6808260179821235,1.1480545607492374,-0.6474310094404158,1.2105204841586679,-0.5939857178273275,1.224915763859739,-0.5527943937012929,1.2220721027970542
